# Metadata:
# Simulated red vs blue cyber activity data for ML tasks
# Columns: timestamp, src_ip, dst_ip, protocol, activity_type, event_details
# activity_type: "red" = adversary, "blue" = defender
# Generated on: 2025-11-07 15:25:36
timestamp,src_ip,dst_ip,protocol,activity_type,event_details
2025-01-01 08:27:31,214.171.210.149,88.167.248.152,HTTPS,blue,BLUE - Defensive action on 88.167.248.152
2025-01-01 16:40:31,78.67.156.44,203.133.116.124,ICMP,blue,BLUE - Defensive action on 203.133.116.124
2025-01-01 01:43:22,38.180.145.117,245.85.82.183,HTTPS,blue,BLUE - Defensive action on 245.85.82.183
2025-01-01 06:38:11,250.89.78.42,61.59.21.82,HTTPS,red,RED - HTTPS connection from 250.89.78.42 to 61.59.21.82
2025-01-01 16:03:08,67.189.94.53,144.17.162.251,ICMP,red,RED - ICMP connection from 67.189.94.53 to 144.17.162.251
2025-01-01 13:34:38,115.83.154.32,236.12.207.239,HTTP,red,RED - HTTP connection from 115.83.154.32 to 236.12.207.239
2025-01-01 16:40:36,238.163.79.2,249.169.151.122,ICMP,red,RED - ICMP connection from 238.163.79.2 to 249.169.151.122
2025-01-01 20:34:46,187.226.173.177,29.245.20.36,HTTPS,red,RED - HTTPS connection from 187.226.173.177 to 29.245.20.36
2025-01-01 11:13:00,7.205.112.115,92.47.167.15,HTTPS,red,RED - HTTPS connection from 7.205.112.115 to 92.47.167.15
2025-01-01 21:14:31,135.113.142.51,6.42.228.174,TCP,blue,BLUE - Defensive action on 6.42.228.174
2025-01-01 07:04:46,126.162.28.233,171.184.203.38,HTTP,blue,BLUE - Defensive action on 171.184.203.38
2025-01-01 14:03:28,96.6.145.89,90.157.228.224,HTTPS,red,RED - HTTPS connection from 96.6.145.89 to 90.157.228.224
2025-01-01 07:51:11,187.227.212.206,114.147.83.207,HTTP,blue,BLUE - Defensive action on 114.147.83.207
2025-01-01 05:04:53,214.44.73.54,78.243.171.17,HTTPS,blue,BLUE - Defensive action on 78.243.171.17
2025-01-01 03:13:13,2.209.139.107,45.236.70.52,UDP,blue,BLUE - Defensive action on 45.236.70.52
2025-01-01 10:32:20,142.251.21.211,212.154.155.127,HTTPS,blue,BLUE - Defensive action on 212.154.155.127
2025-01-01 08:10:28,7.1.78.68,77.241.63.168,ICMP,blue,BLUE - Defensive action on 77.241.63.168
2025-01-01 06:31:50,126.125.14.31,196.141.252.249,TCP,blue,BLUE - Defensive action on 196.141.252.249
2025-01-01 21:09:21,124.223.132.161,176.243.61.96,HTTPS,red,RED - HTTPS connection from 124.223.132.161 to 176.243.61.96
2025-01-01 09:26:58,42.29.74.82,119.69.182.42,TCP,blue,BLUE - Defensive action on 119.69.182.42
2025-01-01 13:08:58,108.182.24.75,75.39.99.197,UDP,red,RED - UDP connection from 108.182.24.75 to 75.39.99.197
2025-01-01 21:48:00,193.85.165.224,81.154.138.176,ICMP,red,RED - ICMP connection from 193.85.165.224 to 81.154.138.176
2025-01-01 19:27:27,149.180.73.4,36.144.190.200,HTTP,blue,BLUE - Defensive action on 36.144.190.200
2025-01-01 12:23:25,236.83.52.56,40.113.96.204,HTTPS,red,RED - HTTPS connection from 236.83.52.56 to 40.113.96.204
2025-01-01 15:11:42,118.39.59.210,34.8.245.90,ICMP,blue,BLUE - Defensive action on 34.8.245.90
2025-01-01 05:03:40,210.226.175.45,182.155.14.191,TCP,red,RED - TCP connection from 210.226.175.45 to 182.155.14.191
2025-01-01 04:41:10,220.72.116.79,33.107.66.252,TCP,blue,BLUE - Defensive action on 33.107.66.252
2025-01-01 04:04:03,20.9.247.194,111.21.100.28,TCP,red,RED - TCP connection from 20.9.247.194 to 111.21.100.28
2025-01-01 17:04:43,31.129.22.17,78.5.49.201,TCP,red,RED - TCP connection from 31.129.22.17 to 78.5.49.201
2025-01-01 21:23:38,231.102.94.172,90.14.46.38,ICMP,blue,BLUE - Defensive action on 90.14.46.38
2025-01-01 12:49:23,42.123.34.26,210.7.111.184,UDP,blue,BLUE - Defensive action on 210.7.111.184
2025-01-01 06:15:14,231.2.50.237,55.243.187.179,HTTPS,red,RED - HTTPS connection from 231.2.50.237 to 55.243.187.179
2025-01-01 16:00:27,173.54.92.214,91.194.217.55,HTTPS,red,RED - HTTPS connection from 173.54.92.214 to 91.194.217.55
2025-01-01 14:50:22,29.160.63.120,29.69.253.196,ICMP,blue,BLUE - Defensive action on 29.69.253.196
2025-01-01 20:17:04,185.20.42.84,127.59.197.73,HTTP,blue,BLUE - Defensive action on 127.59.197.73
2025-01-01 16:09:50,58.208.148.253,219.219.96.220,TCP,blue,BLUE - Defensive action on 219.219.96.220
2025-01-01 13:22:41,46.6.251.173,27.202.224.134,TCP,red,RED - TCP connection from 46.6.251.173 to 27.202.224.134
2025-01-01 05:13:11,102.205.52.190,237.86.33.94,UDP,blue,BLUE - Defensive action on 237.86.33.94
2025-01-01 07:17:28,153.206.62.60,215.217.255.72,HTTPS,blue,BLUE - Defensive action on 215.217.255.72
2025-01-01 23:26:28,242.204.182.122,171.207.248.131,ICMP,red,RED - ICMP connection from 242.204.182.122 to 171.207.248.131
2025-01-01 16:33:09,28.62.128.126,128.118.68.8,TCP,red,RED - TCP connection from 28.62.128.126 to 128.118.68.8
2025-01-01 02:29:02,128.13.91.98,155.167.78.78,HTTPS,red,RED - HTTPS connection from 128.13.91.98 to 155.167.78.78
2025-01-01 02:47:09,170.252.238.52,76.254.251.130,ICMP,blue,BLUE - Defensive action on 76.254.251.130
2025-01-01 19:40:48,140.9.16.254,111.60.196.116,ICMP,blue,BLUE - Defensive action on 111.60.196.116
2025-01-01 16:06:46,118.18.16.46,143.155.84.126,HTTP,red,RED - HTTP connection from 118.18.16.46 to 143.155.84.126
2025-01-01 11:22:34,184.199.249.196,29.251.240.122,HTTPS,red,RED - HTTPS connection from 184.199.249.196 to 29.251.240.122
2025-01-01 18:26:52,15.200.134.127,152.193.180.197,ICMP,blue,BLUE - Defensive action on 152.193.180.197
2025-01-01 02:14:10,8.23.65.215,94.178.13.196,ICMP,blue,BLUE - Defensive action on 94.178.13.196
2025-01-01 03:32:39,110.176.182.106,90.28.125.64,UDP,blue,BLUE - Defensive action on 90.28.125.64
2025-01-01 21:34:24,22.33.156.30,87.86.10.138,ICMP,red,RED - ICMP connection from 22.33.156.30 to 87.86.10.138
2025-01-01 16:46:52,169.216.215.69,6.240.11.253,ICMP,blue,BLUE - Defensive action on 6.240.11.253
2025-01-01 20:45:57,100.165.50.207,126.51.105.87,HTTP,blue,BLUE - Defensive action on 126.51.105.87
2025-01-01 06:04:00,158.153.186.249,112.103.254.163,TCP,red,RED - TCP connection from 158.153.186.249 to 112.103.254.163
2025-01-01 10:27:44,68.24.152.147,103.115.47.184,HTTPS,red,RED - HTTPS connection from 68.24.152.147 to 103.115.47.184
2025-01-01 21:32:56,87.139.34.146,206.243.218.54,ICMP,red,RED - ICMP connection from 87.139.34.146 to 206.243.218.54
2025-01-01 23:43:18,211.154.153.111,170.160.102.107,HTTP,blue,BLUE - Defensive action on 170.160.102.107
2025-01-01 22:45:15,132.232.92.226,5.95.255.55,HTTP,blue,BLUE - Defensive action on 5.95.255.55
2025-01-01 23:13:34,137.222.30.134,52.186.236.38,UDP,red,RED - UDP connection from 137.222.30.134 to 52.186.236.38
2025-01-01 10:55:57,217.222.210.82,221.32.104.217,HTTP,blue,BLUE - Defensive action on 221.32.104.217
2025-01-01 10:27:03,166.82.131.176,154.120.207.62,TCP,red,RED - TCP connection from 166.82.131.176 to 154.120.207.62
2025-01-01 06:59:14,8.125.158.119,125.223.216.166,TCP,red,RED - TCP connection from 8.125.158.119 to 125.223.216.166
2025-01-01 05:48:07,70.69.14.67,203.142.90.165,TCP,blue,BLUE - Defensive action on 203.142.90.165
2025-01-01 00:43:29,15.42.160.155,77.32.208.230,ICMP,red,RED - ICMP connection from 15.42.160.155 to 77.32.208.230
2025-01-01 14:27:01,242.71.120.29,147.61.128.128,TCP,red,RED - TCP connection from 242.71.120.29 to 147.61.128.128
2025-01-01 21:50:19,32.160.168.214,150.199.120.240,HTTP,red,RED - HTTP connection from 32.160.168.214 to 150.199.120.240
2025-01-01 05:15:10,28.89.109.249,71.225.209.66,HTTPS,red,RED - HTTPS connection from 28.89.109.249 to 71.225.209.66
2025-01-01 17:51:12,137.191.57.82,140.216.243.175,UDP,blue,BLUE - Defensive action on 140.216.243.175
2025-01-01 05:16:33,93.243.188.211,79.10.17.216,TCP,red,RED - TCP connection from 93.243.188.211 to 79.10.17.216
2025-01-01 09:12:38,142.196.158.164,246.185.62.137,UDP,blue,BLUE - Defensive action on 246.185.62.137
2025-01-01 14:08:37,3.201.130.78,24.120.152.54,UDP,blue,BLUE - Defensive action on 24.120.152.54
2025-01-01 22:59:12,82.208.17.71,222.41.251.121,HTTP,blue,BLUE - Defensive action on 222.41.251.121
2025-01-01 15:22:40,225.51.82.179,67.33.180.108,HTTPS,blue,BLUE - Defensive action on 67.33.180.108
2025-01-01 16:30:09,178.14.26.165,165.94.227.203,UDP,red,RED - UDP connection from 178.14.26.165 to 165.94.227.203
2025-01-01 14:35:15,52.156.160.148,22.56.80.64,HTTPS,red,RED - HTTPS connection from 52.156.160.148 to 22.56.80.64
2025-01-01 21:37:38,176.210.163.116,123.68.133.45,HTTPS,blue,BLUE - Defensive action on 123.68.133.45
2025-01-01 10:15:35,51.43.212.95,47.201.193.242,HTTPS,red,RED - HTTPS connection from 51.43.212.95 to 47.201.193.242
2025-01-01 00:45:17,243.11.117.233,23.236.101.68,UDP,red,RED - UDP connection from 243.11.117.233 to 23.236.101.68
2025-01-01 14:36:04,159.219.133.39,23.188.87.243,HTTPS,red,RED - HTTPS connection from 159.219.133.39 to 23.188.87.243
2025-01-01 00:30:50,184.222.232.212,173.253.60.58,UDP,red,RED - UDP connection from 184.222.232.212 to 173.253.60.58
2025-01-01 09:41:31,74.253.195.34,111.105.110.211,ICMP,red,RED - ICMP connection from 74.253.195.34 to 111.105.110.211
2025-01-01 15:13:51,47.209.74.8,75.134.120.159,HTTP,red,RED - HTTP connection from 47.209.74.8 to 75.134.120.159
2025-01-01 13:27:29,150.234.43.3,121.68.165.250,HTTP,red,RED - HTTP connection from 150.234.43.3 to 121.68.165.250
2025-01-01 13:57:45,182.216.131.19,25.30.26.86,UDP,blue,BLUE - Defensive action on 25.30.26.86
2025-01-01 12:53:59,156.23.2.65,130.195.154.251,HTTP,blue,BLUE - Defensive action on 130.195.154.251
2025-01-01 04:48:52,248.21.91.67,44.252.173.225,HTTP,red,RED - HTTP connection from 248.21.91.67 to 44.252.173.225
2025-01-01 03:15:50,82.221.72.67,30.160.22.251,UDP,blue,BLUE - Defensive action on 30.160.22.251
2025-01-01 10:13:51,192.184.220.73,232.134.135.133,ICMP,blue,BLUE - Defensive action on 232.134.135.133
2025-01-01 06:00:24,81.251.77.143,219.225.27.49,UDP,red,RED - UDP connection from 81.251.77.143 to 219.225.27.49
2025-01-01 08:22:08,47.18.240.67,42.239.223.30,HTTP,red,RED - HTTP connection from 47.18.240.67 to 42.239.223.30
2025-01-01 16:04:30,92.248.234.127,29.75.63.90,TCP,red,RED - TCP connection from 92.248.234.127 to 29.75.63.90
2025-01-01 10:20:39,47.86.139.145,229.108.2.135,HTTPS,red,RED - HTTPS connection from 47.86.139.145 to 229.108.2.135
2025-01-01 15:09:40,236.39.126.197,128.48.168.7,ICMP,red,RED - ICMP connection from 236.39.126.197 to 128.48.168.7
2025-01-01 14:21:04,96.54.165.40,8.41.235.213,HTTP,blue,BLUE - Defensive action on 8.41.235.213
2025-01-01 22:52:39,245.137.2.85,249.22.231.84,HTTPS,red,RED - HTTPS connection from 245.137.2.85 to 249.22.231.84
2025-01-01 07:41:44,221.24.144.83,205.28.36.141,HTTPS,blue,BLUE - Defensive action on 205.28.36.141
2025-01-01 03:22:10,103.130.91.62,248.204.45.6,UDP,red,RED - UDP connection from 103.130.91.62 to 248.204.45.6
2025-01-01 14:08:41,200.206.145.166,193.78.61.77,HTTP,blue,BLUE - Defensive action on 193.78.61.77
2025-01-01 11:17:25,232.67.183.171,25.188.102.126,HTTP,blue,BLUE - Defensive action on 25.188.102.126
2025-01-01 17:20:47,69.216.46.194,109.188.95.112,HTTP,red,RED - HTTP connection from 69.216.46.194 to 109.188.95.112
2025-01-01 01:28:20,132.174.237.174,58.79.253.135,HTTPS,red,RED - HTTPS connection from 132.174.237.174 to 58.79.253.135
2025-01-01 10:35:03,120.223.40.233,206.244.153.39,UDP,blue,BLUE - Defensive action on 206.244.153.39
2025-01-01 09:03:11,134.218.151.146,13.39.23.132,TCP,blue,BLUE - Defensive action on 13.39.23.132
2025-01-01 15:02:15,25.237.129.91,66.41.8.30,HTTP,red,RED - HTTP connection from 25.237.129.91 to 66.41.8.30
2025-01-01 06:38:02,216.201.23.22,107.152.160.151,HTTP,blue,BLUE - Defensive action on 107.152.160.151
2025-01-01 22:42:44,207.135.174.248,236.95.108.48,TCP,blue,BLUE - Defensive action on 236.95.108.48
2025-01-01 03:52:16,112.9.2.102,30.6.87.168,HTTP,blue,BLUE - Defensive action on 30.6.87.168
2025-01-01 14:44:56,223.249.155.159,209.184.202.206,ICMP,red,RED - ICMP connection from 223.249.155.159 to 209.184.202.206
2025-01-01 04:33:15,35.7.97.29,209.8.96.220,TCP,red,RED - TCP connection from 35.7.97.29 to 209.8.96.220
2025-01-01 17:31:00,167.74.123.112,216.97.44.78,HTTP,red,RED - HTTP connection from 167.74.123.112 to 216.97.44.78
2025-01-01 17:15:26,109.11.59.43,232.78.227.247,HTTP,blue,BLUE - Defensive action on 232.78.227.247
2025-01-01 00:42:52,221.230.124.52,76.200.26.86,TCP,red,RED - TCP connection from 221.230.124.52 to 76.200.26.86
2025-01-01 22:57:09,217.221.212.218,127.148.18.125,HTTP,blue,BLUE - Defensive action on 127.148.18.125
2025-01-01 18:41:26,152.249.118.183,16.9.216.148,ICMP,red,RED - ICMP connection from 152.249.118.183 to 16.9.216.148
2025-01-01 09:45:07,229.213.242.30,127.177.229.179,HTTP,red,RED - HTTP connection from 229.213.242.30 to 127.177.229.179
2025-01-01 05:52:26,74.98.240.89,113.118.112.151,ICMP,blue,BLUE - Defensive action on 113.118.112.151
2025-01-01 04:46:31,227.150.199.246,107.184.241.205,UDP,red,RED - UDP connection from 227.150.199.246 to 107.184.241.205
2025-01-01 10:17:02,177.44.247.34,45.102.80.156,HTTP,red,RED - HTTP connection from 177.44.247.34 to 45.102.80.156
2025-01-01 15:08:43,242.252.155.61,54.24.9.92,ICMP,blue,BLUE - Defensive action on 54.24.9.92
2025-01-01 05:46:28,45.16.32.87,111.58.116.31,HTTPS,red,RED - HTTPS connection from 45.16.32.87 to 111.58.116.31
2025-01-01 17:42:28,67.174.181.197,12.136.77.219,HTTPS,red,RED - HTTPS connection from 67.174.181.197 to 12.136.77.219
2025-01-01 01:50:08,238.224.234.247,216.56.54.201,HTTPS,red,RED - HTTPS connection from 238.224.234.247 to 216.56.54.201
2025-01-01 20:28:44,11.53.85.162,31.105.185.41,ICMP,blue,BLUE - Defensive action on 31.105.185.41
2025-01-01 18:25:08,128.50.78.166,94.171.70.32,UDP,blue,BLUE - Defensive action on 94.171.70.32
2025-01-01 15:08:13,197.3.125.214,208.242.174.74,HTTPS,red,RED - HTTPS connection from 197.3.125.214 to 208.242.174.74
2025-01-01 03:06:11,69.190.212.93,162.125.77.193,HTTPS,blue,BLUE - Defensive action on 162.125.77.193
2025-01-01 08:18:28,36.219.211.236,105.234.185.242,TCP,blue,BLUE - Defensive action on 105.234.185.242
2025-01-01 05:18:02,198.5.35.22,87.161.205.252,UDP,blue,BLUE - Defensive action on 87.161.205.252
2025-01-01 02:14:16,101.18.77.232,148.29.151.108,HTTP,blue,BLUE - Defensive action on 148.29.151.108
2025-01-01 11:25:16,233.176.4.212,72.75.206.115,UDP,blue,BLUE - Defensive action on 72.75.206.115
2025-01-01 12:34:12,228.207.101.226,78.43.18.138,ICMP,blue,BLUE - Defensive action on 78.43.18.138
2025-01-01 04:35:15,134.145.109.24,131.159.174.194,UDP,red,RED - UDP connection from 134.145.109.24 to 131.159.174.194
2025-01-01 01:00:55,228.132.123.214,199.155.216.253,HTTPS,red,RED - HTTPS connection from 228.132.123.214 to 199.155.216.253
2025-01-01 02:10:57,216.190.132.161,130.181.63.13,TCP,blue,BLUE - Defensive action on 130.181.63.13
2025-01-01 10:50:54,147.2.232.87,252.120.119.90,ICMP,blue,BLUE - Defensive action on 252.120.119.90
2025-01-01 20:51:13,173.71.193.134,189.126.53.84,HTTPS,red,RED - HTTPS connection from 173.71.193.134 to 189.126.53.84
2025-01-01 13:09:12,117.50.75.183,109.210.41.24,TCP,blue,BLUE - Defensive action on 109.210.41.24
2025-01-01 04:44:07,122.109.228.20,95.206.202.224,ICMP,blue,BLUE - Defensive action on 95.206.202.224
2025-01-01 23:10:22,109.225.250.188,250.213.83.37,HTTPS,red,RED - HTTPS connection from 109.225.250.188 to 250.213.83.37
2025-01-01 17:38:59,183.234.66.248,181.60.108.117,HTTP,red,RED - HTTP connection from 183.234.66.248 to 181.60.108.117
2025-01-01 05:42:37,242.189.60.155,219.209.56.31,ICMP,blue,BLUE - Defensive action on 219.209.56.31
2025-01-01 01:27:59,134.78.60.96,79.191.155.76,HTTP,red,RED - HTTP connection from 134.78.60.96 to 79.191.155.76
2025-01-01 05:12:06,37.215.24.240,229.156.145.56,UDP,blue,BLUE - Defensive action on 229.156.145.56
2025-01-01 00:04:33,32.178.34.223,12.213.246.147,ICMP,blue,BLUE - Defensive action on 12.213.246.147
2025-01-01 12:17:59,201.193.243.214,185.67.70.130,HTTP,blue,BLUE - Defensive action on 185.67.70.130
2025-01-01 16:21:01,39.166.45.205,160.209.198.60,HTTP,blue,BLUE - Defensive action on 160.209.198.60
2025-01-01 19:41:49,12.226.142.166,23.84.12.147,ICMP,red,RED - ICMP connection from 12.226.142.166 to 23.84.12.147
2025-01-01 23:26:39,144.43.98.245,159.27.96.193,HTTP,red,RED - HTTP connection from 144.43.98.245 to 159.27.96.193
2025-01-01 04:22:45,169.92.9.71,202.105.125.213,HTTPS,blue,BLUE - Defensive action on 202.105.125.213
2025-01-01 03:04:54,207.164.205.151,12.251.11.88,HTTP,red,RED - HTTP connection from 207.164.205.151 to 12.251.11.88
2025-01-01 15:06:26,7.162.195.66,24.58.50.139,UDP,blue,BLUE - Defensive action on 24.58.50.139
2025-01-01 05:14:38,47.130.45.40,79.208.86.16,HTTPS,blue,BLUE - Defensive action on 79.208.86.16
2025-01-01 06:36:24,7.29.152.100,26.163.72.106,ICMP,blue,BLUE - Defensive action on 26.163.72.106
2025-01-01 13:40:19,242.61.26.52,62.121.252.131,HTTPS,blue,BLUE - Defensive action on 62.121.252.131
2025-01-01 04:11:23,69.31.162.119,142.208.33.124,TCP,blue,BLUE - Defensive action on 142.208.33.124
2025-01-01 23:03:59,60.9.137.142,247.51.126.196,HTTPS,red,RED - HTTPS connection from 60.9.137.142 to 247.51.126.196
2025-01-01 11:05:26,146.208.228.22,217.104.72.96,HTTPS,red,RED - HTTPS connection from 146.208.228.22 to 217.104.72.96
2025-01-01 08:55:33,138.216.231.11,1.237.148.168,UDP,red,RED - UDP connection from 138.216.231.11 to 1.237.148.168
2025-01-01 02:11:27,239.246.139.154,65.194.179.216,UDP,blue,BLUE - Defensive action on 65.194.179.216
2025-01-01 01:39:21,42.35.153.23,102.62.71.186,HTTPS,blue,BLUE - Defensive action on 102.62.71.186
2025-01-01 15:43:38,54.162.175.163,67.231.139.63,ICMP,blue,BLUE - Defensive action on 67.231.139.63
2025-01-01 07:40:06,118.168.8.234,178.68.1.156,HTTP,red,RED - HTTP connection from 118.168.8.234 to 178.68.1.156
2025-01-01 00:20:55,173.88.211.143,230.250.201.138,TCP,red,RED - TCP connection from 173.88.211.143 to 230.250.201.138
2025-01-01 19:36:41,8.227.63.91,249.192.183.100,UDP,red,RED - UDP connection from 8.227.63.91 to 249.192.183.100
2025-01-01 04:32:33,119.189.98.114,3.113.10.195,ICMP,blue,BLUE - Defensive action on 3.113.10.195
2025-01-01 06:58:21,24.155.113.60,251.252.185.10,ICMP,blue,BLUE - Defensive action on 251.252.185.10
2025-01-01 22:03:53,54.3.100.252,211.202.56.223,ICMP,blue,BLUE - Defensive action on 211.202.56.223
2025-01-01 06:12:24,142.99.89.17,151.65.33.33,ICMP,red,RED - ICMP connection from 142.99.89.17 to 151.65.33.33
2025-01-01 19:02:41,187.140.98.218,174.11.129.175,HTTPS,blue,BLUE - Defensive action on 174.11.129.175
2025-01-01 00:04:16,241.218.26.219,241.165.221.217,HTTP,blue,BLUE - Defensive action on 241.165.221.217
2025-01-01 04:25:53,175.238.253.93,133.22.114.13,ICMP,blue,BLUE - Defensive action on 133.22.114.13
2025-01-01 19:23:04,115.161.2.101,50.171.41.226,HTTPS,red,RED - HTTPS connection from 115.161.2.101 to 50.171.41.226
2025-01-01 08:12:53,251.216.38.235,64.100.84.85,ICMP,red,RED - ICMP connection from 251.216.38.235 to 64.100.84.85
2025-01-01 22:47:30,161.49.14.123,111.12.171.216,ICMP,red,RED - ICMP connection from 161.49.14.123 to 111.12.171.216
2025-01-01 03:55:34,122.122.174.214,14.170.121.242,TCP,blue,BLUE - Defensive action on 14.170.121.242
2025-01-01 03:28:59,161.228.63.22,250.31.17.97,ICMP,red,RED - ICMP connection from 161.228.63.22 to 250.31.17.97
2025-01-01 04:38:36,16.226.28.78,157.221.33.27,TCP,red,RED - TCP connection from 16.226.28.78 to 157.221.33.27
2025-01-01 10:44:15,218.195.205.25,159.210.119.222,HTTPS,red,RED - HTTPS connection from 218.195.205.25 to 159.210.119.222
2025-01-01 16:30:29,99.237.219.226,159.51.173.167,TCP,blue,BLUE - Defensive action on 159.51.173.167
2025-01-01 18:49:52,85.98.55.27,4.34.99.232,HTTPS,red,RED - HTTPS connection from 85.98.55.27 to 4.34.99.232
2025-01-01 23:12:20,131.131.181.108,124.227.95.63,UDP,red,RED - UDP connection from 131.131.181.108 to 124.227.95.63
2025-01-01 02:12:08,33.159.223.132,246.183.159.150,HTTPS,red,RED - HTTPS connection from 33.159.223.132 to 246.183.159.150
2025-01-01 05:22:01,121.158.175.75,95.4.74.15,UDP,red,RED - UDP connection from 121.158.175.75 to 95.4.74.15
2025-01-01 15:22:00,89.100.102.164,233.103.35.88,UDP,blue,BLUE - Defensive action on 233.103.35.88
2025-01-01 17:01:03,154.169.171.158,77.214.168.42,TCP,blue,BLUE - Defensive action on 77.214.168.42
2025-01-01 01:32:10,127.112.1.164,58.117.238.160,UDP,red,RED - UDP connection from 127.112.1.164 to 58.117.238.160
2025-01-01 17:30:12,189.169.192.53,103.94.3.93,TCP,red,RED - TCP connection from 189.169.192.53 to 103.94.3.93
2025-01-01 13:01:48,8.58.72.75,113.99.184.12,TCP,red,RED - TCP connection from 8.58.72.75 to 113.99.184.12
2025-01-01 07:12:09,73.89.112.227,68.89.173.217,HTTPS,red,RED - HTTPS connection from 73.89.112.227 to 68.89.173.217
2025-01-01 06:30:01,51.11.90.216,68.51.10.213,UDP,blue,BLUE - Defensive action on 68.51.10.213
2025-01-01 23:50:35,202.56.173.240,54.156.233.62,ICMP,blue,BLUE - Defensive action on 54.156.233.62
2025-01-01 06:14:20,241.222.33.31,37.66.97.50,HTTPS,blue,BLUE - Defensive action on 37.66.97.50
2025-01-01 13:37:34,82.219.125.236,12.96.150.203,UDP,blue,BLUE - Defensive action on 12.96.150.203
2025-01-01 08:59:57,14.143.64.218,131.250.107.187,TCP,blue,BLUE - Defensive action on 131.250.107.187
2025-01-01 22:23:14,17.85.198.193,226.191.255.133,HTTP,red,RED - HTTP connection from 17.85.198.193 to 226.191.255.133
2025-01-01 11:43:02,183.191.247.184,245.253.242.69,HTTPS,blue,BLUE - Defensive action on 245.253.242.69
2025-01-01 23:13:57,236.18.106.57,230.103.231.221,UDP,blue,BLUE - Defensive action on 230.103.231.221
2025-01-01 07:57:31,79.217.193.147,41.191.130.141,TCP,red,RED - TCP connection from 79.217.193.147 to 41.191.130.141
2025-01-01 03:03:33,76.227.180.59,150.21.238.132,HTTPS,blue,BLUE - Defensive action on 150.21.238.132
2025-01-01 15:30:50,116.239.221.105,95.254.162.70,HTTP,red,RED - HTTP connection from 116.239.221.105 to 95.254.162.70
2025-01-01 06:32:16,114.119.135.166,20.183.42.76,HTTPS,red,RED - HTTPS connection from 114.119.135.166 to 20.183.42.76
2025-01-01 10:03:51,238.116.50.31,19.184.19.140,UDP,blue,BLUE - Defensive action on 19.184.19.140
2025-01-01 07:09:34,173.168.128.78,191.140.97.181,HTTPS,red,RED - HTTPS connection from 173.168.128.78 to 191.140.97.181
2025-01-01 19:46:28,234.133.4.198,77.144.177.201,HTTP,blue,BLUE - Defensive action on 77.144.177.201
2025-01-01 21:06:55,194.6.241.168,132.76.203.59,UDP,red,RED - UDP connection from 194.6.241.168 to 132.76.203.59
2025-01-01 17:16:25,60.239.236.88,203.43.160.217,UDP,blue,BLUE - Defensive action on 203.43.160.217
2025-01-01 15:12:27,54.224.230.219,143.15.191.36,HTTPS,red,RED - HTTPS connection from 54.224.230.219 to 143.15.191.36
2025-01-01 11:07:31,242.4.255.208,169.181.173.58,HTTP,blue,BLUE - Defensive action on 169.181.173.58
2025-01-01 14:41:10,196.153.166.151,6.16.71.40,ICMP,blue,BLUE - Defensive action on 6.16.71.40
2025-01-01 13:53:00,53.200.32.137,99.96.243.28,ICMP,blue,BLUE - Defensive action on 99.96.243.28
2025-01-01 23:15:55,230.155.47.44,27.90.16.212,HTTPS,blue,BLUE - Defensive action on 27.90.16.212
2025-01-01 00:58:37,48.101.35.234,247.197.145.53,UDP,blue,BLUE - Defensive action on 247.197.145.53
2025-01-01 19:05:33,18.232.29.95,133.5.87.84,HTTP,blue,BLUE - Defensive action on 133.5.87.84
2025-01-01 05:43:02,254.56.66.138,108.244.35.100,UDP,red,RED - UDP connection from 254.56.66.138 to 108.244.35.100
2025-01-01 07:29:18,80.221.243.41,155.158.103.129,HTTP,blue,BLUE - Defensive action on 155.158.103.129
2025-01-01 07:20:37,2.73.228.17,212.204.126.135,ICMP,blue,BLUE - Defensive action on 212.204.126.135
2025-01-01 16:45:19,119.20.46.74,166.233.177.180,ICMP,blue,BLUE - Defensive action on 166.233.177.180
2025-01-01 22:19:10,211.89.212.64,46.221.234.99,UDP,red,RED - UDP connection from 211.89.212.64 to 46.221.234.99
2025-01-01 14:19:43,179.22.122.227,223.80.140.226,HTTPS,blue,BLUE - Defensive action on 223.80.140.226
2025-01-01 02:25:48,179.111.252.106,255.62.188.20,TCP,blue,BLUE - Defensive action on 255.62.188.20
2025-01-01 14:55:52,116.84.129.54,130.22.236.7,TCP,blue,BLUE - Defensive action on 130.22.236.7
2025-01-01 13:52:38,88.204.99.102,10.5.128.30,UDP,blue,BLUE - Defensive action on 10.5.128.30
2025-01-01 16:54:09,125.236.34.22,141.124.224.36,HTTP,blue,BLUE - Defensive action on 141.124.224.36
2025-01-01 05:52:30,44.9.51.46,76.63.200.44,TCP,red,RED - TCP connection from 44.9.51.46 to 76.63.200.44
2025-01-01 09:56:55,40.225.183.46,56.17.110.114,TCP,red,RED - TCP connection from 40.225.183.46 to 56.17.110.114
2025-01-01 14:13:19,177.157.227.14,154.2.24.198,HTTP,red,RED - HTTP connection from 177.157.227.14 to 154.2.24.198
2025-01-01 09:05:28,96.122.102.24,5.215.14.254,TCP,blue,BLUE - Defensive action on 5.215.14.254
2025-01-01 06:59:45,175.32.112.246,226.49.85.186,UDP,red,RED - UDP connection from 175.32.112.246 to 226.49.85.186
2025-01-01 15:08:04,132.55.167.83,144.97.106.240,HTTPS,blue,BLUE - Defensive action on 144.97.106.240
